product_id,title,variant_title,handle,description,prublish_date,created_date,product_type,tags,sku,price,available,grams,image
7303725613242,Recycle Crew,CLOUD WHITE LILAC SNOW / XL,womens-recycle-crew-cloud-white-lilac-snow,"<p>It may seem not seem like much, but when you recycle you're taking steps towards a greener future. Help spread this important message with this sustainable graphic crewneck.    </p>",2023-03-31T16:49:52-07:00,2022-12-14T14:20:21-08:00,Womens,"['eco material: organic cotton', 'gh-womens-recycle-crew-cloud-white-lilac-snow', 'graphic', 'graphics', 'hoodie', 'hoodies-sweatshirts', 'points_10', 'SP23', 'sp23_new_style', 'SS23', 'supercircle', 'sweatshirt', 'tops', 'w', 'womens']",TCW5278-2720-XL,78.00,True,350,https://cdn.shopify.com/s/files/1/2404/6643/products/White-Eco-Friendly-Graphic-Sweatshirt-TCW5278-2720_3.jpg?v=1675890762
7315356680378,TreeTerry T-Shirt,UNDYED / XL,womens-treeterry-t-shirt-undyed,"<p>Pair this french terry tee with our matching joggers to make a full set, or throw it on with your favourite jeans and sneakers. This relaxed fit short sleeve sweatshirt is the perfect all-rounder for your spring capsule wardrobe. </p>",2023-03-31T11:00:52-07:00,2023-01-11T15:42:03-08:00,Womens,"['basic', 'Basics', 'eco material: organic cotton', 'eco material: recycled polyester', 'eco material: tencel', 'gh-womens-treeterry-t-shirt-deep-lichen-green', 'hoodies-sweatshirts', 'new arrivals', 'online-exclusives', 'points_10', 'shortsleeve', 'SP23', 'sp23_new_style', 'SS23', 'supercircle', 'sweatshirt', 'tops', 'undyed', 'w', 'womens']",TCW4988-2432-XL,68.00,True,350,https://cdn.shopify.com/s/files/1/2404/6643/products/white_organic_cotton_basic_tee_TCW4988-2432_5.jpg?v=1673480531
7315359006906,TreeTerry Seamed Hoodie,DEEP LICHEN GREEN / XL,womens-treeterry-seamed-hoodie-deep-lichen-green,"<p>Every wished you could wear your blanket — and look great at the same time? This oversized hoodie lets you do just that, thanks to a sustainable blend of super soft organic cotton and durable recycled poly. </p>",2023-03-31T11:00:51-07:00,2023-01-11T15:43:28-08:00,Womens,"['basic', 'eco material: organic cotton', 'eco material: recycled polyester', 'eco material: tencel', 'gh-womens-treeterry-seamed-hoodie-meteorite-black', 'hoodie', 'hoodies', 'hoodies-sweatshirts', 'new arrivals', 'online-exclusives', 'points_10', 'SP23', 'sp23_new_style', 'SS23', 'supercircle', 'tops', 'w', 'womens']",TCW4936-2401-XL,88.00,True,450,https://cdn.shopify.com/s/files/1/2404/6643/products/green_treefleece_hoodie_TCW4936-2401_5.jpg?v=1673638101
7315356647610,TreeTerry T-Shirt,DEEP LICHEN GREEN / XL,womens-treeterry-t-shirt-deep-lichen-green,"<p>Pair this french terry tee with our matching joggers to make a full set, or throw it on with your favourite jeans and sneakers. This relaxed fit short sleeve sweatshirt is the perfect all-rounder for your spring capsule wardrobe.</p>",2023-03-31T11:00:51-07:00,2023-01-11T15:42:01-08:00,Womens,"['basic', 'Basics', 'eco material: organic cotton', 'eco material: recycled polyester', 'eco material: tencel', 'gh-womens-treeterry-t-shirt-deep-lichen-green', 'hoodies-sweatshirts', 'new arrivals', 'online-exclusives', 'points_10', 'SP23', 'sp23_new_style', 'SS23', 'supercircle', 'sweatshirt', 'tops', 'w', 'womens']",TCW4988-2401-XL,68.00,True,350,https://cdn.shopify.com/s/files/1/2404/6643/products/green_organic_cotton_basic_tee_TCW4988-2401_4.jpg?v=1673480527
7315358974138,TreeTerry Seamed Hoodie,REFLECTING POND / XL,womens-treeterry-seamed-hoodie-reflecting-pond,"<p>Every wished you could wear your blanket — and look great at the same time? This oversized hoodie lets you do just that, thanks to a sustainable blend of super soft organic cotton and durable recycled poly. </p>",2023-03-31T11:00:49-07:00,2023-01-11T15:43:28-08:00,Womens,"['basic', 'eco material: organic cotton', 'eco material: recycled polyester', 'eco material: tencel', 'gh-womens-treeterry-seamed-hoodie-meteorite-black', 'hoodie', 'hoodies', 'hoodies-sweatshirts', 'new arrivals', 'online-exclusives', 'points_10', 'SP23', 'sp23_new_style', 'SS23', 'supercircle', 'tops', 'w', 'womens']",TCW4936-0046-XL,88.00,True,450,https://cdn.shopify.com/s/files/1/2404/6643/products/green_cotton_hoodie_TCW4936-0046_6.jpg?v=1673654480
7315355500730,TreeTerry Seamed Hoodie,METEORITE BLACK / XL,womens-treeterry-seamed-hoodie-meteorite-black,"<p>Every wished you could wear your blanket — and look great at the same time? This oversized hoodie lets you do just that, thanks to a sustainable blend of super soft organic cotton and durable recycled poly. </p>",2023-03-31T11:00:49-07:00,2023-01-11T15:41:07-08:00,Womens,"['basic', 'eco material: organic cotton', 'eco material: recycled polyester', 'eco material: tencel', 'gh-womens-treeterry-seamed-hoodie-meteorite-black', 'hoodie', 'hoodies', 'hoodies-sweatshirts', 'new arrivals', 'online-exclusives', 'points_10', 'SP23', 'sp23_new_style', 'SS23', 'supercircle', 'w', 'womens']",TCW4936-0164-XL,88.00,True,450,https://cdn.shopify.com/s/files/1/2404/6643/products/Black-SuperSoft-Ethical-Seamed-Hoodie-TCW4936-0164_5.jpg?v=1675890548
7315353206970,TreeTerry Relaxed Rib Hoodie,DEEP LICHEN GREEN / XXL,mens-treeterry-relaxed-rib-hoodie-deep-lichen-green,"<p>Pair this hoodie with our sweats to make a full set, or throw it on with jeans for when you're out meeting pals. Wherever you're headed, this classic is down to come with.</p>",2023-03-31T11:00:48-07:00,2023-01-11T15:39:20-08:00,Mens,"['eco material: organic cotton', 'eco material: recycled polyester', 'eco material: tencel', 'gh-mens-treeterry-relaxed-rib-hoodie-meteorite-black', 'hoodie', 'hoodies', 'hoodies-sweatshirts', 'm', 'mens', 'new arrivals', 'online-exclusives', 'points_10', 'SP23', 'sp23_new_style', 'SS23', 'supercircle', 'tops']",TCM5046-2401-XXL,88.00,True,500,https://cdn.shopify.com/s/files/1/2404/6643/products/green_oversized_cotton_hoodie_TCM5046-2401_5.jpg?v=1673480367
7315353174202,TreeTerry Relaxed Rib Hoodie,METEORITE BLACK / XXL,mens-treeterry-relaxed-rib-hoodie-meteorite-black,"<p>Pair this hoodie with our sweats to make a full set, or throw it on with jeans for when you're out meeting pals. Wherever you're headed, this classic is down to come with.</p>",2023-03-31T11:00:48-07:00,2023-01-11T15:39:20-08:00,Mens,"['eco material: organic cotton', 'eco material: recycled polyester', 'eco material: tencel', 'gh-mens-treeterry-relaxed-rib-hoodie-meteorite-black', 'hoodie', 'hoodies', 'hoodies-sweatshirts', 'm', 'mens', 'new arrivals', 'online-exclusives', 'points_10', 'SP23', 'sp23_new_style', 'SS23', 'supercircle', 'tops']",TCM5046-0164-XXL,88.00,True,500,https://cdn.shopify.com/s/files/1/2404/6643/products/black_oversized_cotton_jumper_TCM5046-0164_5.jpg?v=1673480368
7315358417082,TreeTerry Relaxed Jogger,UNDYED / XL,womens-treeterry-relaxed-jogger-undyed,"<p>Whether you're unwinding with pals or curling up with your favourite book, these TreeTerry sweats are cozy and durable enough for it all. </p>",2023-03-31T11:00:47-07:00,2023-01-11T15:43:08-08:00,Womens,"['bottom', 'bottoms', 'eco material: organic cotton', 'eco material: tencel', 'gh-womens-treeterry-relaxed-jogger-meteorite-black', 'joggers-pants', 'new arrivals', 'online-exclusives', 'pants', 'points_10', 'SP23', 'sp23_new_style', 'SS23', 'supercircle', 'undyed', 'w', 'womens']",TCW5635-2432-XL,78.00,True,400,https://cdn.shopify.com/s/files/1/2404/6643/products/white_oversized_joggers_TCW5635-2432_4.jpg?v=1673480594
7315358384314,TreeTerry Relaxed Jogger,REFLECTING POND / XL,womens-treeterry-relaxed-jogger-reflecting-pond,"<p>Whether you're unwinding with pals or curling up with your favourite book, these TreeTerry sweats are cozy and durable enough for it all. </p>",2023-03-31T11:00:47-07:00,2023-01-11T15:43:07-08:00,Womens,"['bottom', 'bottoms', 'eco material: organic cotton', 'eco material: tencel', 'gh-womens-treeterry-relaxed-jogger-meteorite-black', 'joggers-pants', 'new arrivals', 'online-exclusives', 'points_10', 'shortsleeves', 'SP23', 'sp23_new_style', 'SS23', 'supercircle', 'tops', 'w', 'womens']",TCW5635-0046-XL,78.00,True,400,https://cdn.shopify.com/s/files/1/2404/6643/products/green_oversized_jogger_TCW5635-0046_6.jpg?v=1673480596
